37.40015483	19.27405789	0.564562518	33.72970821	1.511773366	21.28096061	11.91016177	66.27850744	35.17165877	82.69130653	97.06185175	97.79050492	108.4394551	95.63119914	96.67564336	115.0292648	49.66344927
37.40009615	19.24973366	0.5645468	33.78630332	1.5117987	21.18306775	12.64211352	66.29474556	35.13942964	82.74200557	97.04354439	97.697259	108.4086888	95.62010726	96.66171088	115.0008405	49.69626316
37.40018251	19.27170736	0.56448138	33.71471534	1.513015659	21.10326808	13.06102376	66.31810505	35.17832432	83.20642967	97.00238241	97.66135911	108.1893296	95.60045667	96.63488136	114.8558166	49.86238895
37.400279	19.23401798	0.56455943	33.64327562	1.512501545	21.49734804	12.27666059	66.30939855	35.11775062	82.69711575	97.07384937	97.78523149	108.3717304	95.63832662	96.68252882	115.0881918	50.23582589
37.40048575	19.22246162	0.564492517	33.66089073	1.512520179	21.28576105	12.88009089	66.27119725	35.16975826	82.87356213	97.20857436	97.82438423	108.5151847	95.74578975	96.80203788	115.2344099	50.14061915
37.40036013	19.24820052	0.564511255	33.63783435	1.5133273	21.06914503	11.90443514	66.27771572	35.20356517	83.35824799	97.03515926	97.76855386	108.3493324	95.62871328	96.66447018	114.8695691	49.5241652
37.40024268	19.26283693	0.564393804	33.79772344	1.512356856	21.04507025	13.21535464	66.3099563	35.20394531	83.31749471	97.11871572	97.67061046	108.2972486	95.69936243	96.73865402	114.9724432	49.74518321
37.40076236	19.25957341	0.56447211	33.70131988	1.512993634	21.11956256	12.16821879	66.30240287	35.23377306	83.39778087	97.1802357	97.80507002	108.3631102	95.75049595	96.79232843	115.0171571	49.66233479
37.40050384	19.24157753	0.564479225	33.47862065	1.514284399	21.28263153	13.075808	66.2777041	35.17029558	83.12575189	97.04079606	97.75777208	108.2782616	95.62481938	96.66503065	114.9193585	50.50670062
37.40042746	19.24023691	0.564504918	33.71739897	1.512739194	21.10988477	12.15606922	66.29894498	35.18265184	83.26436546	97.12060761	97.760187	108.3309257	95.69803946	96.73730712	114.9814838	49.61619886
37.40152715	19.24763029	0.564422425	33.32827841	1.516401676	21.31909173	12.93619682	66.27172509	35.22074234	83.43101324	97.08458246	97.85669101	108.2917203	95.66479272	96.70634432	114.9237447	50.74010536
37.40046945	19.26829277	0.564540043	33.78730632	1.512895864	21.25598296	11.62516351	66.40428656	35.17532344	83.0372573	97.11274156	97.74817217	108.3495657	95.68875706	96.72369408	115.004669	49.68901649
37.40080342	19.25020238	0.564549668	33.7512633	1.513108209	21.33130195	11.17203702	66.39315281	35.17248339	83.00522024	97.17102708	97.84078331	108.4285826	95.73225941	96.77091071	115.0963016	49.67253575
37.40060644	19.29271961	0.564553954	33.6930772	1.513830452	21.36068604	11.20682187	66.40182699	35.20792443	82.97064723	97.04941512	97.81429385	108.4109768	95.63397104	96.66813309	114.9219034	49.73641622
37.40112798	19.2556243	0.564476403	33.78493198	1.515259952	21.14029688	11.4411217	66.47913078	35.20159149	83.69575015	97.12337712	97.73236785	108.3324832	95.71671621	96.74130181	114.9209308	49.60079447
37.40159018	19.27129482	0.564481571	33.73296898	1.515701496	21.27638286	11.63712874	66.4788653	35.21566226	83.51163131	97.14383946	97.76975477	108.3454071	95.72713727	96.75565633	114.9629012	49.89687198
37.40106624	19.28425841	0.564435206	33.80027133	1.514396797	21.22440762	12.3290817	66.48242897	35.22475248	83.4566326	97.17121312	97.71656163	108.3374827	95.75006303	96.78039022	115.0016905	49.94488536
